1378
1350
1261
1323
1488
1430
1376
1318
1321
1262
1283
1380
1342
1346
1411
1391
1368
1472
1270
1272
1262
1316
1414
1408
1307
1374
1339
1497
1496
1466
1359
1526
1413
1578
1484
1493
1654
1447
1428
1287
1502
1517
1616
1586
1538
1700
1639
1663
1638
1521
1610
1586
1646
1724
1667
1503
1686
1692
1561
1556
1578
1524
1467
1537
1733
1705
1613
1596
1670
1516
1756
1900
1787
1740
1728
1736
1892
1804
1689
1862
1753
1712
2093
1830
1901
1884
1812
1927
1858
1905
1818
1968
1972
1898
1925
1796
1997
1973
1812
1993
1846
1942
1976
1873
1947
2057
2028
2033
1931
1892
1836
1854
1746
2001
2129
2002
1938
1858
2018
2104
1873
1894
2009
1863
1998
2174
2055
1935
1937
1841
1975
2086
2227
2291
2206
2145
2022
2073
2177
2219
2327
2246
2337
2431
2463
2521
2480
2458
2407
2515
2468
2459
2299
2238
2276
2521
2716
2852
2544
2551
2333
2366
2536
2613
2536
2625
2560
2730
2821
2594
2703
2737
2748
2767
2809
2960
3116
3026
2938
3339
3209
3207
3250
3214
2908
3012
3021
3402
3276
2947
3173
3343
